id,extension_id:id,query_type,server,regex_registrar,regex_registrar_url,regex_domain_status,regex_nameservers,regex_creation_date,regex_updated_date,regex_expiry_date
domain_name_no_whois,domain_name_no,"whois","whois.norid.no","Registrar Handle\.{2,}:(.*?)\n","","","","Created:(.*?)\n","Last updated:(.*?)\n",""
domain_name_nu_whois,domain_name_nu,"whois","whois.iis.nu","registrar:(.*?)\n","","status:(.*?)\n","nserver:(.*?)\n","created:(.*?)\n","modified:(.*?)\n","expires:(.*?)\n"
domain_name_nz_whois,domain_name_nz,"whois","whois.irs.net.nz","Registrar:(.*?)\n","Registrar URL:(.*?)\n","Domain Status:(.*?)https","Name Server:(.*?)\n","Creation Date:(.*?)\n","Updated Date:(.*?)\n","Registry Expiry Date:(.*?)\n"
domain_name_om_whois,domain_name_om,"whois","whois.registry.om","Registrar:(.*?)\n","Registrar URL:(.*?)\n","Domain Status:(.*?)https","Name Server:(.*?)\n","Creation Date:(.*?)\n","Updated Date:(.*?)\n","Registry Expiry Date:(.*?)\n"
domain_name_pe_whois,domain_name_pe,"whois","kero.yachay.pe","Registrar:(.*?)\n","Registrar URL:(.*?)\n","Domain Status:(.*?)(?:https|\n)","Name Server:(.*?)\n","Creation Date:(.*?)\n","Updated Date:(.*?)\n","Registry Expiry Date:(.*?)\n"
domain_name_pf_whois,domain_name_pf,"whois","whois.registry.pf","Registrar Compagnie Name :(.*?)\n","","Status :(.*?)\n","Name server \d :(.*?)\n","Created \(JJ/MM/AAAA\) :(.*?)\n","Last renewed \(JJ/MM/AAAA\) :(.*?)\n","Expire \(JJ/MM/AAAA\) :(.*?)\n"
domain_name_pk_whois,domain_name_pk,"whois","whois.pknic.net.pk","","","Status:(.*?)\n","Name Server:(.*?)\n","Creation Date:(.*?)\n","","Expiry Date:(.*?)\n"
domain_name_pl_whois,domain_name_pl,"whois","whois.dns.pl","REGISTRAR:[(?:\r|\n)]{1,}\n(.*?)[(?:\r|\n)]{1,}\n","","","nameservers:(.*?)created","created:(.*?)\n","last modified:(.*?)\n","expiration date:(.*?)\n"
domain_name_pm_whois,domain_name_pm,"whois","whois.nic.pm","registrar:(.*?)\n","website:(.*?)\n","eppstatus:(.*?)\n","nserver:(.*?)\n","created:(.*?)\n","last-update:(.*?)\n","Expiry Date:(.*?)\n"

domain_name_pr_whois,domain_name_pr,"whois","whois.afilias-srs.net","Registrar:(.*?)\n","Registrar URL:(.*?)\n","Domain Status:(.*?)https","Name Server:(.*?)\n","Creation Date:(.*?)\n","Updated Date:(.*?)\n","Registry Expiry Date:(.*?)\n"
domain_name_ps_whois,domain_name_ps,"whois","registry.ps","Registrar:(.*?)\n","Registrar URL:(.*?)\n","Domain Status:(.*?)https","Name Server:(.*?)\n","Creation Date:(.*?)\n","Updated Date:(.*?)\n","Registry Expiry Date:(.*?)\n"
domain_name_pt_whois,domain_name_pt,"whois","whois.dns.pt","","","Domain Status:(.*?)\n","Name Server:(.*?)\|","Creation Date:(.*?)\n","","Expiration Date:(.*?)\n"
domain_name_pw_whois,domain_name_pw,"whois","whois.nic.pw","Registrar:(.*?)\n","Registrar URL:(.*?)\n","Domain Status:(.*?)https","Name Server:(.*?)\n","Creation Date:(.*?)\n","Updated Date:(.*?)\n","Registry Expiry Date:(.*?)\n"
domain_name_qa_whois,domain_name_qa,"whois","whois.registry.qa","Registrar Name:(.*?)\n","","Status:(.*?)\n","Name Server:(.*?)\n","","Last Modified:(.*?)\n",""
domain_name_re_whois,domain_name_re,"whois","whois.nic.re","registrar:(.*?)\n","website:(.*?)\n","eppstatus:(.*?)\n","nserver:(.*?)\n","created:(.*?)\n","last-update:(.*?)\n","Expiry Date:(.*?)\n"
domain_name_ro_whois,domain_name_ro,"whois","whois.rotld.ro","Registrar:(.*?)\n","Referral URL:(.*?)\n","Domain Status:(.*?)\n","Nameserver:(.*?)\n","Registered On:(.*?)\n","","Expires On:(.*?)\n"
domain_name_rs_whois,domain_name_rs,"whois","whois.rnids.rs","Registrar:(.*?)\n","Registrar URL:(.*?)\n","Domain Status:(.*?)https","DNS:(.*?)-","Registration date:(.*?)\n","Modification date:(.*?)\n","Expiration date:(.*?)\n"
domain_name_ru_whois,domain_name_ru,"whois","whois.tcinet.ru","registrar:(.*?)\n","","state:(.*?)\n","nserver:(.*?)\n","created:(.*?)\n","","free-date:(.*?)\n"
domain_name_rw_whois,domain_name_rw,"whois","whois.ricta.org.rw","Registrar:(.*?)\n","Registrar URL:(.*?)\n","Domain Status:(.*?)https","Name Server:(.*?)\n","Creation Date:(.*?)\n","Updated Date:(.*?)\n","Registry Expiry Date:(.*?)\n"
domain_name_sa_whois,domain_name_sa,"whois","whois.nic.net.sa","","","","Name Servers:(.*?)DNSSEC","","",""
domain_name_sb_whois,domain_name_sb,"whois","whois.nic.net.sb","Registrar:(.*?)\n","Registrar URL:(.*?)\n","Domain Status:(.*?)https","Name Server:(.*?)\n","Creation Date:(.*?)\n","Updated Date:(.*?)\n","Registry Expiry Date:(.*?)\n"
domain_name_sc_whois,domain_name_sc,"whois","whois.donuts.co","Registrar:(.*?)\n","Registrar URL:(.*?)\n","Domain Status:(.*?)https","Name Server:(.*?)\n","Creation Date:(.*?)\n","Updated Date:(.*?)\n","Registry Expiry Date:(.*?)\n"
domain_name_sd_whois,domain_name_sd,"whois","whois.nic.sd","Registrar:(.*?)\n","Registrar URL:(.*?)\n","Domain Status:(.*?)https","Name Server:(.*?)\n","Creation Date:(.*?)\n","Updated Date:(.*?)\n","Registry Expiry Date:(.*?)\n"
domain_name_se_whois,domain_name_se,"whois","whois.iis.se","registrar:(.*?)\n","","status:(.*?)\n","nserver:(.*?)\n","created:(.*?)\n","modified:(.*?)\n","expires:(.*?)\n"
domain_name_sg_whois,domain_name_sg,"whois","whois.sgnic.sg","Registrar:(.*?)\n","Registrar URL:(.*?)\n","Domain Status:(.*?)https","Name Server:(.*?)\n","Creation Date:(.*?)\n","Updated Date:(.*?)\n","Registry Expiry Date:(.*?)\n"
domain_name_sh_whois,domain_name_sh,"whois","whois.nic.sh","Registrar:(.*?)\n","Registrar URL:(.*?)\n","Domain Status:(.*?)https","Name Server:(.*?)\n","Creation Date:(.*?)\n","Updated Date:(.*?)\n","Registry Expiry Date:(.*?)\n"
domain_name_si_whois,domain_name_si,"whois","whois.register.si","registrar:(.*?)\n","registrar-url:(.*?)\n","status:(.*?)\n","nameserver:(.*?)\n","created:(.*?)\n","","expire:(.*?)\n"
domain_name_sk_whois,domain_name_sk,"whois","whois.sk-nic.sk","Registrar:(.*?)\n","","Domain Status:(.*?)\n","Nameserver:(.*?)\n","Created:(.*?)\n","Updated:(.*?)\n","Valid Until:(.*?)\n"
domain_name_sl_whois,domain_name_sl,"whois","whois.nic.sl","Registrar:(.*?)\n","Registrar URL:(.*?)\n","Domain Status:(.*?)https","Name Server:(.*?)\n","Creation Date:(.*?)\n","Updated Date:(.*?)\n","Registry Expiry Date:(.*?)\n"
domain_name_sm_whois,domain_name_sm,"whois","whois.nic.sm","","","Status:(.*?)\n","DNS Servers:(.+)","Registration date:(.*?)\n","",""
domain_name_sn_whois,domain_name_sn,"whois","whois.nic.sn","Registrar:(.*?)\n","","Statut:(.*?)\n","Serveur de noms:(.*?)\n","Date de création:(.*?)\n","Dernière modification:(.*?)\n","Date d'expiration: (.*?)\n"
domain_name_so_whois,domain_name_so,"whois","whois.nic.so","Registrar:(.*?)\n","Registrar URL:(.*?)\n","Domain Status:(.*?)https","Name Server:(.*?)\n","Creation Date:(.*?)\n","Updated Date:(.*?)\n","Registry Expiry Date:(.*?)\n"
domain_name_ss_whois,domain_name_ss,"whois","whois.nic.ss","Registrar:(.*?)\n","Registrar URL:(.*?)\n","Domain Status:(.*?)https","Name Server:(.*?)\n","Creation Date:(.*?)\n","Updated Date:(.*?)\n","Registry Expiry Date:(.*?)\n"
domain_name_st_whois,domain_name_st,"whois","whois.nic.st","Registrar:(.*?)\n","URL:(.*?)\n","Status:(.*?)\n","Name Server:(.*?)\n","Creation Date:(.*?)\n","Updated Date:(.*?)\n","Expiration Date:(.*?)\n"
domain_name_su_whois,domain_name_su,"whois","whois.tcinet.ru","registrar:(.*?)\n","","state:(.*?)\n","nserver:(.*?)\n","created:(.*?)\n","","free-date:(.*?)\n"
domain_name_sx_whois,domain_name_sx,"whois","whois.sx","Registrar:(.*?)\n","Registrar URL:(.*?)\n","Domain Status:(.*?)https","Name Server:(.*?)\n","Creation Date:(.*?)\n","Updated Date:(.*?)\n","Registry Expiry Date:(.*?)\n"
domain_name_sy_whois,domain_name_sy,"whois","whois.tld.sy","Registrar:(.*?)\n","Registrar URL:(.*?)\n","Domain Status:(.*?)\n","Name Server:(.*?)\n","Creation Date:(.*?)\n","Updated Date:(.*?)\n","Registry Expiry Date:(.*?)\n"
domain_name_tc_whois,domain_name_tc,"whois","whois.nic.tc","Registrar:(.*?)\n","Registrar URL:(.*?)\n","Domain Status:(.*?)\n","Name Server:(.*?)\n","Creation Date:(.*?)\n","Updated Date:(.*?)\n","Registry Expiry Date:(.*?)\n"
domain_name_td_whois,domain_name_td,"whois","whois.nic.td","Registrar:(.*?)\n","Registrar URL:(.*?)\n","Domain Status:(.*?)https","Name Server:(.*?)\n","Creation Date:(.*?)\n","Updated Date:(.*?)\n","Registry Expiry Date:(.*?)\n"
domain_name_tf_whois,domain_name_tf,"whois","whois.nic.tf","registrar:(.*?)\n","website:(.*?)\n","eppstatus:(.*?)\n","nserver:(.*?)\n","created:(.*?)\n","last-update:(.*?)\n","Expiry Date:(.*?)\n"
domain_name_tg_whois,domain_name_tg,"whois","whois.nic.tg","Registrar:\.{2,}(.*?)\n","","Status:\.{2,}(.*?)\n","Name Server \(DB\):(?:\.{1,})(.*?)\n","","","Expiration:\.{2,}(.*?)\n"
domain_name_th_whois,domain_name_th,"whois","whois.thnic.co.th","Registrar:(.*?)\n","","Status:(.*?)\n","Name Server:(.*?)\n","Created date:(.*?)\n","Updated date:(.*?)\n","Exp date:(.*?)\n"

domain_name_tl_whois,domain_name_tl,"whois","whois.nic.tl","Registrar:(.*?)\n","Registrar URL:(.*?)\n","Domain Status:(.*?)https","Name Server:(.*?)\n","Creation Date:(.*?)\n","Updated Date:(.*?)\n","Registry Expiry Date:(.*?)\n"
domain_name_tm_whois,domain_name_tm,"whois","whois.nic.tm","","","Status :(.*?)\n","NS\s\d\s{2,}(.*?)\n","","","Expiry :(.*?)\n"
domain_name_tn_whois,domain_name_tn,"whois","whois.ati.tn","Registrar\.{2,}:(.*?)\n","","Domain status\.{2,}:(.*?)\n","DNS servers(.*?)\n\n","Creation date\.{2,}:(.*?)\n","",""

domain_name_tr_whois,domain_name_tr,"whois","whois.trabis.gov.tr","Organization Name\s+:(.*?)\n","","Domain Status:(.*?)\n","Domain Servers:(.*?)\*\* Additional Info:","Created on\.{2,}:(.*?)(?:\.|\n)","","Expires on\.{2,}:(.*?)(?:\.|\n)"
domain_name_tv_whois,domain_name_tv,"whois","whois.nic.tv","Registrar:(.*?)\n","Registrar URL:(.*?)\n","Domain Status:(.*?)https","Name Server:(.*?)\n","Creation Date:(.*?)\n","Updated Date:(.*?)\n","Registry Expiry Date:(.*?)\n"
domain_name_tw_whois,domain_name_tw,"whois","whois.twnic.net.tw","Registration Service Provider:(.*?)\n","Registration Service URL:(.*?)\n","Domain Status:(.*?)\n","Domain servers in listed order:(.*?)Registration Service Provider","Record created on(.*?)(?:\(|\n)",""," Record expires on(.*?)(?:\(|\n)"
domain_name_tz_whois,domain_name_tz,"whois","whois.tznic.or.tz","registrar:(.*?)\n","","","nserver:(.*?)\n","registered:(.*?)\n","","expire:(.*?)\n"
domain_name_ua_whois,domain_name_ua,"whois","whois.ua","={1,}(?:\r\n|\n)registrar:(.*?)\n","url:(.*?)\n","status:(.*?)\n","nserver:(.*?)\n","created:(.*?)(?:\+|\n)","modified:(.*?)(?:\+|\n)","expires:(.*?)(?:\+|\n)"
domain_name_ug_whois,domain_name_ug,"whois","whois.co.ug","","","Status:(.*?)\n","Nameserver:(.*?)\n","Registered On:(.*?)\n","","Expires On:(.*?)\n"
domain_name_uk_whois,domain_name_uk,"whois","whois.nic.uk","Registrar:(.*?)URL:","URL:(.*?)\n","","Name servers(.*?)WHOIS lookup made at","Registered on:(.*?)\n","Last updated:(.*?)\n","Expiry date:(.*?)\n"
domain_name_us_whois,domain_name_us,"whois","whois.nic.us","Registrar:(.*?)\n","Registrar URL:(.*?)\n","Domain Status:(.*?)https","Name Server:(.*?)\n","Creation Date:(.*?)\n","Updated Date:(.*?)\n","Registry Expiry Date:(.*?)\n"
domain_name_uz_whois,domain_name_uz,"whois","whois.cctld.uz","Registrar:(.*?)\n","Referral URL:(.*?)\n","Status:(.*?)\n","Domain servers in listed order:(.*?)Administrative Contact","Creation Date:(.*?)\n","Updated Date:(.*?)\n","Expiration Date:(.*?)\n"
domain_name_vc_whois,domain_name_vc,"whois","whois.donuts.co","Registrar:(.*?)\n","Registrar URL:(.*?)\n","Domain Status:(.*?)https","Name Server:(.*?)\n","Creation Date:(.*?)\n","Updated Date:(.*?)\n","Registry Expiry Date:(.*?)\n"
domain_name_ve_whois,domain_name_ve,"whois","whois.nic.ve","registrar:(.*?)\n","","status:(.*?)\n","nserver:(.*?)\n","registered:(.*?)\n","changed:(.*?)expire","expire:(.*?)\n"
domain_name_vg_whois,domain_name_vg,"whois","whois.nic.vg","Registrar:(.*?)\n","Registrar URL:(.*?)\n","Domain Status:(.*?)https","Name Server:(.*?)\n","Creation Date:(.*?)\n","Updated Date:(.*?)\n","Registry Expiry Date:(.*?)\n"
domain_name_vi_whois,domain_name_vi,"whois","virgil.nic.vi","Registrar:(.*?)\n","Registrar URL:(.*?)\n","Domain Status:(.*?)https","Name Server:(.*?)\n","Creation Date:(.*?)\n","Updated Date:(.*?)\n","Registry Expiry Date:(.*?)\n"
domain_name_vu_whois,domain_name_vu,"whois","whois.dnrs.vu","Registrar:(.*?)\n","Registrar URL:(.*?)\n","Domain Status:(.*?)https","Name Server:(.*?)\n","Creation Date:(.*?)\n","Updated Date:(.*?)\n","Registry Expiry Date:(.*?)\n"
domain_name_wf_whois,domain_name_wf,"whois","whois.nic.wf","registrar:(.*?)\n","website:(.*?)\n","eppstatus:(.*?)\n","nserver:(.*?)\n","created:(.*?)\n","last-update:(.*?)\n","Expiry Date:(.*?)\n"
domain_name_ws_whois,domain_name_ws,"whois","whois.website.ws","Registrar:(.*?)\n","Registrar URL:(.*?)\n","Domain Status:(.*?)\n","Name Server:(.*?)\n","Creation Date:(.*?)\n","Updated Date:(.*?)\n","(?:Registry Expiry Date|Expiration Date):(.*?)\n"
domain_name_yt_whois,domain_name_yt,"whois","whois.nic.yt","registrar:(.*?)\n","website:(.*?)\n","eppstatus:(.*?)\n","nserver:(.*?)\n","created:(.*?)\n","last-update:(.*?)\n","Expiry Date:(.*?)\n"
domain_name_zm_whois,domain_name_zm,"whois","whois.zicta.zm","Registrar:(.*?)\n","Registrar URL:(.*?)\n","Domain Status:(.*?)https","Name Server:(.*?)\n","Creation Date:(.*?)\n","Updated Date:(.*?)\n","Registry Expiry Date:(.*?)\n"
domain_name_ye_whois,domain_name_ye,"whois","whois.y.net.ye","(?:Registrar|Registrar Name):(.*?)\n","Registrar URL:(.*?)\n","Domain Status:(.*?)https","Name Server:(.*?)\n","Creation Date:(.*?)\n","Updated Date:(.*?)\n","Registry Expiry Date:(.*?)\n"



domain_name_ac_za_whois,domain_name_ac_za,"whois","whois.ac.za","Registrar:(.*?)\n","Registrar URL:(.*?)\n","Domain Status:(.*?)(?:https|\n)","Name Server:(.*?)\n","Creation Date:(.*?)\n","Updated Date:(.*?)\n","Registry Expiry Date:(.*?)\n"
domain_name_co_za_whois,domain_name_co_za,"whois","whois.registry.net.za","Registrar:(.*?)\n","Registrar URL:(.*?)\n","Domain Status:(.*?)(?:https|\n)","Name Server:(.*?)\n","Creation Date:(.*?)\n","Updated Date:(.*?)\n","Registry Expiry Date:(.*?)\n"
domain_name_net_za_whois,domain_name_net_za,"whois","net-whois.registry.net.za","Registrar:(.*?)\n","Registrar URL:(.*?)\n","Domain Status:(.*?)(?:https|\n)","Name Server:(.*?)\n","Creation Date:(.*?)\n","Updated Date:(.*?)\n","Registry Expiry Date:(.*?)\n"
domain_name_org_za_whois,domain_name_org_za,"whois","org-whois.registry.net.za","Registrar:(.*?)\n","Registrar URL:(.*?)\n","Domain Status:(.*?)(?:https|\n)","Name Server:(.*?)\n","Creation Date:(.*?)\n","Updated Date:(.*?)\n","Registry Expiry Date:(.*?)\n"
domain_name_web_za_whois,domain_name_web_za,"whois","web-whois.registry.net.za","Registrar:(.*?)\n","Registrar URL:(.*?)\n","Domain Status:(.*?)(?:https|\n)","Name Server:(.*?)\n","Creation Date:(.*?)\n","Updated Date:(.*?)\n","Registry Expiry Date:(.*?)\n"
domain_name_gov_za_whois,domain_name_gov_za,"whois","whois.gov.za","","","","NS\s+:(.*?)\n","","",""

domain_name_br_com_whois,domain_name_br_com,"whois","whois.centralnic.net","Registrar:(.*?)\n","Registrar URL:(.*?)\n","Domain Status:(.*?)(?:https|\n)","Name Server:(.*?)\n","Creation Date:(.*?)\n","Updated Date:(.*?)\n","Registry Expiry Date:(.*?)\n"
domain_name_cn_com_whois,domain_name_cn_com,"whois","whois.centralnic.net","Registrar:(.*?)\n","Registrar URL:(.*?)\n","Domain Status:(.*?)(?:https|\n)","Name Server:(.*?)\n","Creation Date:(.*?)\n","Updated Date:(.*?)\n","Registry Expiry Date:(.*?)\n"
domain_name_de_com_whois,domain_name_de_com,"whois","whois.centralnic.net","Registrar:(.*?)\n","Registrar URL:(.*?)\n","Domain Status:(.*?)(?:https|\n)","Name Server:(.*?)\n","Creation Date:(.*?)\n","Updated Date:(.*?)\n","Registry Expiry Date:(.*?)\n"
domain_name_eu_com_whois,domain_name_eu_com,"whois","whois.centralnic.net","Registrar:(.*?)\n","Registrar URL:(.*?)\n","Domain Status:(.*?)(?:https|\n)","Name Server:(.*?)\n","Creation Date:(.*?)\n","Updated Date:(.*?)\n","Registry Expiry Date:(.*?)\n"
domain_name_gb_net_whois,domain_name_gb_net,"whois","whois.centralnic.net","Registrar:(.*?)\n","Registrar URL:(.*?)\n","Domain Status:(.*?)(?:https|\n)","Name Server:(.*?)\n","Creation Date:(.*?)\n","Updated Date:(.*?)\n","Registry Expiry Date:(.*?)\n"
domain_name_gr_com_whois,domain_name_gr_com,"whois","whois.centralnic.net","Registrar:(.*?)\n","Registrar URL:(.*?)\n","Domain Status:(.*?)(?:https|\n)","Name Server:(.*?)\n","Creation Date:(.*?)\n","Updated Date:(.*?)\n","Registry Expiry Date:(.*?)\n"
domain_name_in_net_whois,domain_name_in_net,"whois","whois.centralnic.net","Registrar:(.*?)\n","Registrar URL:(.*?)\n","Domain Status:(.*?)(?:https|\n)","Name Server:(.*?)\n","Creation Date:(.*?)\n","Updated Date:(.*?)\n","Registry Expiry Date:(.*?)\n"
domain_name_ru_com_whois,domain_name_ru_com,"whois","whois.centralnic.net","Registrar:(.*?)\n","Registrar URL:(.*?)\n","Domain Status:(.*?)(?:https|\n)","Name Server:(.*?)\n","Creation Date:(.*?)\n","Updated Date:(.*?)\n","Registry Expiry Date:(.*?)\n"
domain_name_sa_com_whois,domain_name_sa_com,"whois","whois.centralnic.net","Registrar:(.*?)\n","Registrar URL:(.*?)\n","Domain Status:(.*?)(?:https|\n)","Name Server:(.*?)\n","Creation Date:(.*?)\n","Updated Date:(.*?)\n","Registry Expiry Date:(.*?)\n"
domain_name_se_net_whois,domain_name_se_net,"whois","whois.centralnic.net","Registrar:(.*?)\n","Registrar URL:(.*?)\n","Domain Status:(.*?)(?:https|\n)","Name Server:(.*?)\n","Creation Date:(.*?)\n","Updated Date:(.*?)\n","Registry Expiry Date:(.*?)\n"
domain_name_uk_com_whois,domain_name_uk_com,"whois","whois.centralnic.net","Registrar:(.*?)\n","Registrar URL:(.*?)\n","Domain Status:(.*?)(?:https|\n)","Name Server:(.*?)\n","Creation Date:(.*?)\n","Updated Date:(.*?)\n","Registry Expiry Date:(.*?)\n"
domain_name_uk_net_whois,domain_name_uk_net,"whois","whois.centralnic.net","Registrar:(.*?)\n","Registrar URL:(.*?)\n","Domain Status:(.*?)(?:https|\n)","Name Server:(.*?)\n","Creation Date:(.*?)\n","Updated Date:(.*?)\n","Registry Expiry Date:(.*?)\n"
domain_name_us_com_whois,domain_name_us_com,"whois","whois.centralnic.net","Registrar:(.*?)\n","Registrar URL:(.*?)\n","Domain Status:(.*?)(?:https|\n)","Name Server:(.*?)\n","Creation Date:(.*?)\n","Updated Date:(.*?)\n","Registry Expiry Date:(.*?)\n"
domain_name_za_com_whois,domain_name_za_com,"whois","whois.centralnic.net","Registrar:(.*?)\n","Registrar URL:(.*?)\n","Domain Status:(.*?)(?:https|\n)","Name Server:(.*?)\n","Creation Date:(.*?)\n","Updated Date:(.*?)\n","Registry Expiry Date:(.*?)\n"
domain_name_jpn_com_whois,domain_name_jpn_com,"whois","whois.centralnic.net","Registrar:(.*?)\n","Registrar URL:(.*?)\n","Domain Status:(.*?)(?:https|\n)","Name Server:(.*?)\n","Creation Date:(.*?)\n","Updated Date:(.*?)\n","Registry Expiry Date:(.*?)\n"
domain_name_it_com_whois,domain_name_it_com,"whois","whois.it.com","Registrar:(.*?)\n","Registrar URL:(.*?)\n","Domain Status:(.*?)(?:https|\n)","Name Server:(.*?)\n","Creation Date:(.*?)\n","Updated Date:(.*?)\n","Registry Expiry Date:(.*?)\n"

domain_name_priv_at_whois,domain_name_priv_at,"whois","whois.nic.priv.at","","","","nserver:(.*?)\n","","",""
domain_name_co_ca_whois,domain_name_co_ca,"whois","whois.co.ca","Registrar:(.*?)\n","Registrar URL:(.*?)\n","Domain Status:(.*?)(?:https|\n)","Name Server:(.*?)\n","Creation Date:(.*?)\n","Updated Date:(.*?)\n","Registry Expiry Date:(.*?)\n"
domain_name_co_pl_whois,domain_name_co_pl,"whois","whois.co.pl","","","Status\.{1,}:(.*?)\n","NS\.{1,}:(.*?)\n","Created:(.*?)\n","LastMod:(.*?)\n","Expires:(.*?)\n"
domain_name_ac_uk_whois,domain_name_ac_uk,"whois","whois.ac.uk","","","","Servers:(.*?)Registrant","Entry created:(.+)","Entry updated:(.*?)Entry created","Renewal date:(.*?)(?:Entry updated|Entry created)"
domain_name_gov_uk_whois,domain_name_gov_uk,"whois","whois.gov.uk","","","","Servers:(.*?)Registrant","Entry created:(.+)","Entry updated:(.*?)Entry created","Renewal date:(.*?)(?:Entry updated|Entry created)"

domain_name_com_uz_whois,domain_name_com_uz,"whois","whois.reg.uz","Registrar:(.*?)\n","Registrar URL:(.*?)\n","(?:Domain Status|STATUS):(.*?)(?:https|\n)","Name Server:(.*?)\n","Creation Date:(.*?)\n","Updated Date:(.*?)\n","(?:Expiration Date|Registry Expiry Date):(.*?)\n"
domain_name_co_uz_whois,domain_name_co_uz,"whois","whois.reg.uz","Registrar:(.*?)\n","Registrar URL:(.*?)\n","(?:Domain Status|STATUS):(.*?)(?:https|\n)","Name Server:(.*?)\n","Creation Date:(.*?)\n","Updated Date:(.*?)\n","(?:Expiration Date|Registry Expiry Date):(.*?)\n"
domain_name_net_uz_whois,domain_name_net_uz,"whois","whois.reg.uz","Registrar:(.*?)\n","Registrar URL:(.*?)\n","(?:Domain Status|STATUS):(.*?)(?:https|\n)","Name Server:(.*?)\n","Creation Date:(.*?)\n","Updated Date:(.*?)\n","(?:Expiration Date|Registry Expiry Date):(.*?)\n"
domain_name_org_uz_whois,domain_name_org_uz,"whois","whois.reg.uz","Registrar:(.*?)\n","Registrar URL:(.*?)\n","(?:Domain Status|STATUS):(.*?)(?:https|\n)","Name Server:(.*?)\n","Creation Date:(.*?)\n","Updated Date:(.*?)\n","(?:Expiration Date|Registry Expiry Date):(.*?)\n"

domain_name_ac_ru_whois,domain_name_ac_ru,"whois","whois.free.net","registrar:(.*?)\n","","status:(.*?)\n","nserver:(.*?)\n","created:(.*?)\n","updated:(.*?)\n",""
domain_name_com_ru_whois,domain_name_com_ru,"whois","whois.flexireg.net","Registrar:(.*?)\n","Registrar URL:(.*?)\n","(?:Domain Status|STATUS):(.*?)(?:https|\n)","Name Server:(.*?)\n","Creation Date:(.*?)\n","Updated Date:(.*?)\n","(?:Expiration Date|Registry Expiry Date):(.*?)\n"
domain_name_msk_ru_whois,domain_name_msk_ru,"whois","whois.flexireg.net","Registrar:(.*?)\n","Registrar URL:(.*?)\n","(?:Domain Status|STATUS):(.*?)(?:https|\n)","Name Server:(.*?)\n","Creation Date:(.*?)\n","Updated Date:(.*?)\n","(?:Expiration Date|Registry Expiry Date):(.*?)\n"
domain_name_nov_ru_whois,domain_name_nov_ru,"whois","whois.flexireg.net","Registrar:(.*?)\n","Registrar URL:(.*?)\n","(?:Domain Status|STATUS):(.*?)(?:https|\n)","Name Server:(.*?)\n","Creation Date:(.*?)\n","Updated Date:(.*?)\n","(?:Expiration Date|Registry Expiry Date):(.*?)\n"
domain_name_spb_ru_whois,domain_name_spb_ru,"whois","whois.flexireg.net","Registrar:(.*?)\n","Registrar URL:(.*?)\n","(?:Domain Status|STATUS):(.*?)(?:https|\n)","Name Server:(.*?)\n","Creation Date:(.*?)\n","Updated Date:(.*?)\n","(?:Expiration Date|Registry Expiry Date):(.*?)\n"
domain_name_net_ru_whois,domain_name_net_ru,"whois","whois.nic.net.ru","registrar:(.*?)\n","","state:(.*?)\n","nserver:(.*?)\n","created:(.*?)\n","","free-date:(.*?)\n"
domain_name_org_ru_whois,domain_name_org_ru,"whois","whois.nic.net.ru","registrar:(.*?)\n","","state:(.*?)\n","nserver:(.*?)\n","created:(.*?)\n","","free-date:(.*?)\n"
domain_name_pp_ru_whois,domain_name_pp_ru,"whois","whois.nic.net.ru","registrar:(.*?)\n","","state:(.*?)\n","nserver:(.*?)\n","created:(.*?)\n","","free-date:(.*?)\n"



domain_name_iana_whois,domain_name_iana,"whois","whois.iana.org","Registrar:(.*?)\n","Registrar URL:(.*?)\n","Domain Status:(.*?)https","Name Server:(.*?)\n","Creation Date:(.*?)\n","Updated Date:(.*?)\n","Registry Expiry Date:(.*?)\n"
